gene,description,apoptosis,cell_cycle,p53_signaling,immune_response,metabolism,DNA_repair,angiogenesis,inflammation,oxidative_stress,transcription_regulation
GENE_0781,Predicted function for GENE_0781 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0782,Predicted function for GENE_0782 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_0783,Predicted function for GENE_0783 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0784,Predicted function for GENE_0784 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_0785,Predicted function for GENE_0785 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_0786,Predicted function for GENE_0786 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0787,Predicted function for GENE_0787 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0788,Predicted function for GENE_0788 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0789,Predicted function for GENE_0789 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0790,Predicted function for GENE_0790 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_0791,Predicted function for GENE_0791 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0792,Predicted function for GENE_0792 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0793,Predicted function for GENE_0793 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0794,Predicted function for GENE_0794 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0795,Predicted function for GENE_0795 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_0796,Predicted function for GENE_0796 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0797,Predicted function for GENE_0797 based on expression profile.,0,0,0,0,1,0,0,1,0,0
GENE_0798,Predicted function for GENE_0798 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_0799,Predicted function for GENE_0799 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_0800,Predicted function for GENE_0800 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_0801,Predicted function for GENE_0801 based on expression profile.,0,0,1,0,1,0,0,0,0,0
GENE_0802,Predicted function for GENE_0802 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_0803,Predicted function for GENE_0803 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0804,Predicted function for GENE_0804 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0805,Predicted function for GENE_0805 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0806,Predicted function for GENE_0806 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0807,Predicted function for GENE_0807 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_0808,Predicted function for GENE_0808 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0809,Predicted function for GENE_0809 based on expression profile.,0,0,0,0,1,0,0,1,0,0
GENE_0810,Predicted function for GENE_0810 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_0811,Predicted function for GENE_0811 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_0812,Predicted function for GENE_0812 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0813,Predicted function for GENE_0813 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_0814,Predicted function for GENE_0814 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_0815,Predicted function for GENE_0815 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_0816,Predicted function for GENE_0816 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0817,Predicted function for GENE_0817 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0818,Predicted function for GENE_0818 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0819,Predicted function for GENE_0819 based on expression profile.,0,0,0,0,0,1,1,0,0,0
GENE_0820,Predicted function for GENE_0820 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0821,Predicted function for GENE_0821 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0822,Predicted function for GENE_0822 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0823,Predicted function for GENE_0823 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0824,Predicted function for GENE_0824 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0825,Predicted function for GENE_0825 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_0826,Predicted function for GENE_0826 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0827,Predicted function for GENE_0827 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0828,Predicted function for GENE_0828 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0829,Predicted function for GENE_0829 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0830,Predicted function for GENE_0830 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_0831,Predicted function for GENE_0831 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0832,Predicted function for GENE_0832 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0833,Predicted function for GENE_0833 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0834,Predicted function for GENE_0834 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0835,Predicted function for GENE_0835 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0836,Predicted function for GENE_0836 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_0837,Predicted function for GENE_0837 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_0838,Predicted function for GENE_0838 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0839,Predicted function for GENE_0839 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0840,Predicted function for GENE_0840 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0841,Predicted function for GENE_0841 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_0842,Predicted function for GENE_0842 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0843,Predicted function for GENE_0843 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_0844,Predicted function for GENE_0844 based on expression profile.,0,0,1,0,0,0,0,0,1,0
GENE_0845,Predicted function for GENE_0845 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0846,Predicted function for GENE_0846 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0847,Predicted function for GENE_0847 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0848,Predicted function for GENE_0848 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0849,Predicted function for GENE_0849 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0850,Predicted function for GENE_0850 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0851,Predicted function for GENE_0851 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0852,Predicted function for GENE_0852 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0853,Predicted function for GENE_0853 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_0854,Predicted function for GENE_0854 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0855,Predicted function for GENE_0855 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_0856,Predicted function for GENE_0856 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0857,Predicted function for GENE_0857 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0858,Predicted function for GENE_0858 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_0859,Predicted function for GENE_0859 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0860,Predicted function for GENE_0860 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0861,Predicted function for GENE_0861 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0862,Predicted function for GENE_0862 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_0863,Predicted function for GENE_0863 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0864,Predicted function for GENE_0864 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_0865,Predicted function for GENE_0865 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0866,Predicted function for GENE_0866 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0867,Predicted function for GENE_0867 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0868,Predicted function for GENE_0868 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0869,Predicted function for GENE_0869 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0870,Predicted function for GENE_0870 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_0871,Predicted function for GENE_0871 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_0872,Predicted function for GENE_0872 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0873,Predicted function for GENE_0873 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0874,Predicted function for GENE_0874 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0875,Predicted function for GENE_0875 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0876,Predicted function for GENE_0876 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_0877,Predicted function for GENE_0877 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0878,Predicted function for GENE_0878 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_0879,Predicted function for GENE_0879 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_0880,Predicted function for GENE_0880 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0881,Predicted function for GENE_0881 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_0882,Predicted function for GENE_0882 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0883,Predicted function for GENE_0883 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0884,Predicted function for GENE_0884 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_0885,Predicted function for GENE_0885 based on expression profile.,0,0,1,0,0,0,0,1,0,0
GENE_0886,Predicted function for GENE_0886 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0887,Predicted function for GENE_0887 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0888,Predicted function for GENE_0888 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0889,Predicted function for GENE_0889 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0890,Predicted function for GENE_0890 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0891,Predicted function for GENE_0891 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0892,Predicted function for GENE_0892 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0893,Predicted function for GENE_0893 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0894,Predicted function for GENE_0894 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0895,Predicted function for GENE_0895 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0896,Predicted function for GENE_0896 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0897,Predicted function for GENE_0897 based on expression profile.,0,0,0,1,0,0,0,1,0,0
GENE_0898,Predicted function for GENE_0898 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0899,Predicted function for GENE_0899 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_0900,Predicted function for GENE_0900 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0901,Predicted function for GENE_0901 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_0902,Predicted function for GENE_0902 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0903,Predicted function for GENE_0903 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0904,Predicted function for GENE_0904 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0905,Predicted function for GENE_0905 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_0906,Predicted function for GENE_0906 based on expression profile.,0,0,1,0,0,0,0,0,1,0
GENE_0907,Predicted function for GENE_0907 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0908,Predicted function for GENE_0908 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_0909,Predicted function for GENE_0909 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_0910,Predicted function for GENE_0910 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0911,Predicted function for GENE_0911 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0912,Predicted function for GENE_0912 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0913,Predicted function for GENE_0913 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0914,Predicted function for GENE_0914 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_0915,Predicted function for GENE_0915 based on expression profile.,0,0,0,0,0,1,1,0,0,0
GENE_0916,Predicted function for GENE_0916 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_0917,Predicted function for GENE_0917 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_0918,Predicted function for GENE_0918 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0919,Predicted function for GENE_0919 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0920,Predicted function for GENE_0920 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0921,Predicted function for GENE_0921 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0922,Predicted function for GENE_0922 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_0923,Predicted function for GENE_0923 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0924,Predicted function for GENE_0924 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0925,Predicted function for GENE_0925 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0926,Predicted function for GENE_0926 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_0927,Predicted function for GENE_0927 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0928,Predicted function for GENE_0928 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_0929,Predicted function for GENE_0929 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0930,Predicted function for GENE_0930 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0931,Predicted function for GENE_0931 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0932,Predicted function for GENE_0932 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0933,Predicted function for GENE_0933 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_0934,Predicted function for GENE_0934 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0935,Predicted function for GENE_0935 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0936,Predicted function for GENE_0936 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_0937,Predicted function for GENE_0937 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_0938,Predicted function for GENE_0938 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_0939,Predicted function for GENE_0939 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0940,Predicted function for GENE_0940 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0941,Predicted function for GENE_0941 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0942,Predicted function for GENE_0942 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0943,Predicted function for GENE_0943 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_0944,Predicted function for GENE_0944 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0945,Predicted function for GENE_0945 based on expression profile.,0,0,1,0,0,0,0,1,0,0
GENE_0946,Predicted function for GENE_0946 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0947,Predicted function for GENE_0947 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0948,Predicted function for GENE_0948 based on expression profile.,0,0,0,1,0,0,0,1,0,0
GENE_0949,Predicted function for GENE_0949 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_0950,Predicted function for GENE_0950 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0951,Predicted function for GENE_0951 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_0952,Predicted function for GENE_0952 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_0953,Predicted function for GENE_0953 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0954,Predicted function for GENE_0954 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0955,Predicted function for GENE_0955 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0956,Predicted function for GENE_0956 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0957,Predicted function for GENE_0957 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_0958,Predicted function for GENE_0958 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0959,Predicted function for GENE_0959 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0960,Predicted function for GENE_0960 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_0961,Predicted function for GENE_0961 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_0962,Predicted function for GENE_0962 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_0963,Predicted function for GENE_0963 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0964,Predicted function for GENE_0964 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_0965,Predicted function for GENE_0965 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0966,Predicted function for GENE_0966 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_0967,Predicted function for GENE_0967 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0968,Predicted function for GENE_0968 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0969,Predicted function for GENE_0969 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0970,Predicted function for GENE_0970 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0971,Predicted function for GENE_0971 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0972,Predicted function for GENE_0972 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_0973,Predicted function for GENE_0973 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_0974,Predicted function for GENE_0974 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_0975,Predicted function for GENE_0975 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0976,Predicted function for GENE_0976 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0977,Predicted function for GENE_0977 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_0978,Predicted function for GENE_0978 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0979,Predicted function for GENE_0979 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_0980,Predicted function for GENE_0980 based on expression profile.,0,0,0,0,0,0,0,0,0,0
